in total there are 13949 words in the development set
out of which your classifier mislabeled 1919

If I had labeled all words as non-entity, I would have mislabeled 2004

The following features have been used:

pos
find_Names


Decision tree:
correct=I-EntityPER guess=O        word=gebalsemt                     
correct=I-EntityPER guess=O        word=gebende                       
correct=I-EntityPER guess=O        word=geborn                        
correct=I-EntityPER guess=O        word=geborner                      
correct=I-EntityPER guess=O        word=gefrumt                       
correct=I-EntityPER guess=O        word=gegert                        
correct=I-EntityPER guess=O        word=geil                          
correct=I-EntityPER guess=O        word=geklagt                       
correct=I-EntityPER guess=O        word=gemeit                        
correct=I-EntityPER guess=O        word=gemuot                        
correct=I-EntityPER guess=O        word=gert                          
correct=I-EntityPER guess=O        word=gesagt                        
correct=I-EntityPER guess=O        word=gesellen                      
correct=I-EntityPER guess=O        word=geselleschaft                 
correct=I-EntityPER guess=O        word=geslaht                       
correct=I-EntityPER guess=O        word=gespil                        
correct=I-EntityPER guess=O        word=gespil                        
correct=I-EntityPER guess=O        word=geste                         
correct=I-EntityPER guess=O        word=gesten                        
correct=I-EntityPER guess=O        word=getriwer                      
correct=I-EntityPER guess=O        word=getân                         
correct=I-EntityPER guess=O        word=gevangen                      
correct=I-EntityPER guess=O        word=gevangen                      
correct=I-EntityPER guess=O        word=gevangen                      
correct=I-EntityPER guess=O        word=gevangene                     
correct=I-EntityPER guess=O        word=gevar                         
correct=I-EntityPER guess=O        word=gevar                         
correct=I-EntityPER guess=O        word=gevar                         
correct=I-EntityPER guess=O        word=gevar                         
correct=I-EntityPER guess=O        word=gevar                         
correct=I-EntityPER guess=O        word=gevar                         
correct=I-EntityPER guess=O        word=gewan                         
correct=I-EntityPER guess=O        word=gewan                         
correct=I-EntityPER guess=O        word=gezelt                        
correct=I-EntityPER guess=O        word=graevîn                       
correct=I-EntityPER guess=O        word=grâve                         
correct=I-EntityPER guess=O        word=grâve                         
correct=I-EntityPER guess=O        word=grâven                        
correct=I-EntityPER guess=O        word=guldîn                        
correct=I-EntityPER guess=O        word=hant                          
correct=I-EntityPER guess=O        word=hant                          
correct=I-EntityPER guess=O        word=hant                          
correct=I-EntityPER guess=O        word=hant                          
correct=I-EntityPER guess=O        word=hant                          
correct=I-EntityPER guess=O        word=hant                          
correct=I-EntityPER guess=O        word=harnasche                     
correct=I-EntityPER guess=O        word=helde                         
correct=I-EntityPER guess=O        word=helde                         
correct=I-EntityPER guess=O        word=helde                         
correct=I-EntityPER guess=O        word=helde                         
correct=I-EntityPER guess=O        word=helden                        
correct=I-EntityPER guess=O        word=helden                        
correct=I-EntityPER guess=O        word=heldes                        
correct=I-EntityPER guess=O        word=heldes                        
correct=I-EntityPER guess=O        word=helt                          
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=her                           
correct=I-EntityPER guess=O        word=heres                         
correct=I-EntityPER guess=O        word=heres                         
correct=I-EntityPER guess=O        word=hern                          
correct=I-EntityPER guess=O        word=hers                          
correct=I-EntityPER guess=O        word=hers                          
correct=I-EntityPER guess=O        word=herte                         
correct=I-EntityPER guess=O        word=herze                         
correct=I-EntityPER guess=O        word=herzen                        
correct=I-EntityPER guess=O        word=herzoge                       
correct=I-EntityPER guess=O        word=herzoge                       
correct=I-EntityPER guess=O        word=herzoge                       
correct=I-EntityPER guess=O        word=herzogîn                      
correct=I-EntityPER guess=O        word=herzogîn                      
correct=I-EntityPER guess=O        word=hie                           
correct=I-EntityPER guess=O        word=hundert                       
correct=I-EntityPER guess=O        word=hundert                       
correct=I-EntityPER guess=O        word=hundert                       
correct=I-EntityPER guess=O        word=hungerc                       
correct=I-EntityPER guess=O        word=hât                           
correct=I-EntityPER guess=O        word=hât                           
correct=I-EntityPER guess=O        word=hât                           
correct=I-EntityPER guess=O        word=hêrre                         
correct=I-EntityPER guess=O        word=hêrre                         
correct=I-EntityPER guess=O        word=hêrre                         
correct=I-EntityPER guess=O        word=hêrre                         
correct=I-EntityPER guess=O        word=hêrre                         
correct=I-EntityPER guess=O        word=hêrre                         
correct=I-EntityPER guess=O        word=hêrren                        
correct=I-EntityPER guess=O        word=hêrren                        
correct=I-EntityPER guess=O        word=hêrrn                         
correct=I-EntityPER guess=O        word=hêrsten                       
correct=I-EntityPER guess=O        word=hêrsten                       
correct=I-EntityPER guess=O        word=hôch                          
correct=I-EntityPER guess=O        word=hôhen                         
correct=I-EntityPER guess=O        word=hôhsten                       
correct=I-EntityPER guess=O        word=hûsgenôzen                    
correct=I-EntityPER guess=O        word=ich                           
correct=I-EntityPER guess=O        word=ie                            
correct=I-EntityPER guess=O        word=ie                            
correct=I-EntityPER guess=O        word=inren                         
correct=I-EntityPER guess=O        word=inren                         
correct=I-EntityPER guess=O        word=ir                            
correct=I-EntityPER guess=O        word=ir                            
correct=I-EntityPER guess=O        word=ir                            
correct=I-EntityPER guess=O        word=ist                           
correct=I-EntityPER guess=O        word=iweren                        
correct=I-EntityPER guess=O        word=jaemerlîchen                  
correct=I-EntityPER guess=O        word=juncfrowe                     
correct=I-EntityPER guess=O        word=juncfrowen                    
correct=I-EntityPER guess=O        word=juncfröwelîn                  
correct=I-EntityPER guess=O        word=juncfröwelîn                  
correct=I-EntityPER guess=O        word=junchêrre                     
correct=I-EntityPER guess=O        word=junchêrrelîn                  
correct=I-EntityPER guess=O        word=juncvrouwe                    
correct=I-EntityPER guess=O        word=juncvrouwe                    
correct=I-EntityPER guess=O        word=juncvrouwe                    
correct=I-EntityPER guess=O        word=juncvrouwe                    
correct=I-EntityPER guess=O        word=juncvrouwen                   
correct=I-EntityPER guess=O        word=juncvrouwen                   
correct=I-EntityPER guess=O        word=juncvrouwen                   
correct=I-EntityPER guess=O        word=jung                          
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=junge                         
correct=I-EntityPER guess=O        word=jungelinc                     
correct=I-EntityPER guess=O        word=jungen                        
correct=I-EntityPER guess=O        word=jungen                        
correct=I-EntityPER guess=O        word=jungen                        
correct=I-EntityPER guess=O        word=jungen                        
correct=I-EntityPER guess=O        word=jungen                        
correct=I-EntityPER guess=O        word=jungen                        
correct=I-EntityPER guess=O        word=jungsten                      
correct=I-EntityPER guess=O        word=jâmerbaeren                   
correct=I-EntityPER guess=O        word=jâmerbaeriu                   
correct=I-EntityPER guess=O        word=jâmers                        
correct=I-EntityPER guess=O        word=jâmers                        
correct=I-EntityPER guess=O        word=kameraere                     
correct=I-EntityPER guess=O        word=kampfes                       
correct=I-EntityPER guess=O        word=kampfes                       
correct=I-EntityPER guess=O        word=kampfgenôz                    
correct=I-EntityPER guess=O        word=kappelâzen                    
correct=I-EntityPER guess=O        word=kindelîn                      
correct=I-EntityPER guess=O        word=kint                          
correct=I-EntityPER guess=O        word=kint                          
correct=I-EntityPER guess=O        word=kint                          
correct=I-EntityPER guess=O        word=kint                          
correct=I-EntityPER guess=O        word=kint                          
correct=I-EntityPER guess=O        word=kint                          
correct=I-EntityPER guess=O        word=kint                          
correct=I-EntityPER guess=O        word=kleiner                       
correct=I-EntityPER guess=O        word=kluoc                         
correct=I-EntityPER guess=O        word=kluoc                         
correct=I-EntityPER guess=O        word=kluoc                         
correct=I-EntityPER guess=O        word=kluoc                         
correct=I-EntityPER guess=O        word=kluoc                         
correct=I-EntityPER guess=O        word=knabe                         
correct=I-EntityPER guess=O        word=knappe                        
correct=I-EntityPER guess=O        word=knappe                        
correct=I-EntityPER guess=O        word=knappe                        
correct=I-EntityPER guess=O        word=knappe                        
correct=I-EntityPER guess=O        word=knappe                        
correct=I-EntityPER guess=O        word=knappe                        
correct=I-EntityPER guess=O        word=knappe                        
correct=I-EntityPER guess=O        word=knappe                        
correct=I-EntityPER guess=O        word=knappe                        
correct=I-EntityPER guess=O        word=knappe                        
correct=I-EntityPER guess=O        word=knappe                        
correct=I-EntityPER guess=O        word=knappe                        
correct=I-EntityPER guess=O        word=knappen                       
correct=I-EntityPER guess=O        word=knappen                       
correct=I-EntityPER guess=O        word=knappen                       
correct=I-EntityPER guess=O        word=koufliute                     
correct=I-EntityPER guess=O        word=kranke                        
correct=I-EntityPER guess=O        word=kreftelôsen                   
correct=I-EntityPER guess=O        word=krône                         
correct=I-EntityPER guess=O        word=kumber                        
correct=I-EntityPER guess=O        word=kunt                          
correct=I-EntityPER guess=O        word=kusse                         
correct=I-EntityPER guess=O        word=küene                         
correct=I-EntityPER guess=O        word=küene                         
correct=I-EntityPER guess=O        word=küene                         
correct=I-EntityPER guess=O        word=küenen                        
correct=I-EntityPER guess=O        word=küenen                        
correct=I-EntityPER guess=O        word=künde                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künec                         
correct=I-EntityPER guess=O        word=künege                        
correct=I-EntityPER guess=O        word=küneges                       
correct=I-EntityPER guess=O        word=küneges                       
correct=I-EntityPER guess=O        word=küneges                       
correct=I-EntityPER guess=O        word=küneginne                     
correct=I-EntityPER guess=O        word=küneginne                     
correct=I-EntityPER guess=O        word=küneginne                     
correct=I-EntityPER guess=O        word=küneginne                     
correct=I-EntityPER guess=O        word=küneginne                     
correct=I-EntityPER guess=O        word=küneginne                     
correct=I-EntityPER guess=O        word=küneginne                     
correct=I-EntityPER guess=O        word=küneginne                     
correct=I-EntityPER guess=O        word=küneginne                     
correct=I-EntityPER guess=O        word=künegîn                       
correct=I-EntityPER guess=O        word=künegîn                       
correct=I-EntityPER guess=O        word=künegîn                       
correct=I-EntityPER guess=O        word=künegîn                       
correct=I-EntityPER guess=O        word=künegîn                       
correct=I-EntityPER guess=O        word=künegîn                       
correct=I-EntityPER guess=O        word=künegîn                       
correct=I-EntityPER guess=O        word=künegîn                       
correct=I-EntityPER guess=O        word=künegîn                       
correct=I-EntityPER guess=O        word=künegîn                       
correct=I-EntityPER guess=O        word=künegîn                       
correct=I-EntityPER guess=O        word=künegîn                       
correct=I-EntityPER guess=O        word=küngin                        
correct=I-EntityPER guess=O        word=küngîn                        
correct=I-EntityPER guess=O        word=küngîn                        
correct=I-EntityPER guess=O        word=lac                           
correct=I-EntityPER guess=O        word=lachen                        
correct=I-EntityPER guess=O        word=laere                         
correct=I-EntityPER guess=O        word=landen                        
correct=I-EntityPER guess=O        word=landes                        
correct=I-EntityPER guess=O        word=landes                        
correct=I-EntityPER guess=O        word=laz                           
correct=I-EntityPER guess=O        word=laz                           
correct=I-EntityPER guess=O        word=leit                          
correct=I-EntityPER guess=O        word=li                            
correct=I-EntityPER guess=O        word=li                            
correct=I-EntityPER guess=O        word=liegen                        
correct=I-EntityPER guess=O        word=lieht                         
correct=I-EntityPER guess=O        word=lieht                         
correct=I-EntityPER guess=O        word=liute                         
correct=I-EntityPER guess=O        word=liute                         
correct=I-EntityPER guess=O        word=liute                         
correct=I-EntityPER guess=O        word=liute                         
correct=I-EntityPER guess=O        word=liuten                        
correct=I-EntityPER guess=O        word=liuten                        
correct=I-EntityPER guess=O        word=lîbe                          
correct=I-EntityPER guess=O        word=lîden                         
correct=I-EntityPER guess=O        word=lîhten                        
correct=I-EntityPER guess=O        word=lîp                           
correct=I-EntityPER guess=O        word=lîp                           
correct=I-EntityPER guess=O        word=lîp                           
correct=I-EntityPER guess=O        word=lîp                           
correct=I-EntityPER guess=O        word=lîp                           
correct=I-EntityPER guess=O        word=lîp                           
correct=I-EntityPER guess=O        word=lîp                           
correct=I-EntityPER guess=O        word=lîp                           
correct=I-EntityPER guess=O        word=maeren                        
correct=I-EntityPER guess=O        word=magede                        
correct=I-EntityPER guess=O        word=magern                        
correct=I-EntityPER guess=O        word=maget                         
correct=I-EntityPER guess=O        word=maget                         
correct=I-EntityPER guess=O        word=maget                         
correct=I-EntityPER guess=O        word=maget                         
correct=I-EntityPER guess=O        word=magetbaeriu                   
correct=I-EntityPER guess=O        word=magt                          
correct=I-EntityPER guess=O        word=magt                          
correct=I-EntityPER guess=O        word=magt                          
correct=I-EntityPER guess=O        word=magt                          
correct=I-EntityPER guess=O        word=magt                          
correct=I-EntityPER guess=O        word=magt                          
correct=I-EntityPER guess=O        word=magt                          
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=man                           
correct=I-EntityPER guess=O        word=manegen                       
correct=I-EntityPER guess=O        word=manheite                      
correct=I-EntityPER guess=O        word=mannen                        
correct=I-EntityPER guess=O        word=marschalc                     
correct=I-EntityPER guess=O        word=massenîe                      
correct=I-EntityPER guess=O        word=massenîe                      
correct=I-EntityPER guess=O        word=massenîe                      
correct=I-EntityPER guess=O        word=meide                         
correct=I-EntityPER guess=O        word=meister                       
correct=I-EntityPER guess=O        word=meister                       
correct=I-EntityPER guess=O        word=messenîe                      
correct=I-EntityPER guess=O        word=messnîe                       
correct=I-EntityPER guess=O        word=messnîe                       
correct=I-EntityPER guess=O        word=mich                          
correct=I-EntityPER guess=O        word=minneclîche                   
correct=I-EntityPER guess=O        word=mir                           
correct=I-EntityPER guess=O        word=mir                           
correct=I-EntityPER guess=O        word=missewende                    
correct=I-EntityPER guess=O        word=mit                           
correct=I-EntityPER guess=O        word=mit                           
correct=I-EntityPER guess=O        word=mit                           
correct=I-EntityPER guess=O        word=mit                           
correct=I-EntityPER guess=O        word=mit                           
correct=I-EntityPER guess=O        word=mit                           
correct=I-EntityPER guess=O        word=mit                           
correct=I-EntityPER guess=O        word=munt                          
correct=I-EntityPER guess=O        word=munt                          
correct=I-EntityPER guess=O        word=muome                         
correct=I-EntityPER guess=O        word=muomen                        
correct=I-EntityPER guess=O        word=muoter                        
correct=I-EntityPER guess=O        word=muoter                        
correct=I-EntityPER guess=O        word=muoter                        
correct=I-EntityPER guess=O        word=muoter                        
correct=I-EntityPER guess=O        word=muotes                        
correct=I-EntityPER guess=O        word=mîn                           
correct=I-EntityPER guess=O        word=mîn                           
correct=I-EntityPER guess=O        word=mîn                           
correct=I-EntityPER guess=O        word=namen                         
correct=I-EntityPER guess=O        word=neve                          
correct=I-EntityPER guess=O        word=neven                         
correct=I-EntityPER guess=O        word=niftel                        
correct=I-EntityPER guess=O        word=niht                          
correct=I-EntityPER guess=O        word=niht                          
correct=I-EntityPER guess=O        word=niht                          
correct=I-EntityPER guess=O        word=niht                          
correct=I-EntityPER guess=O        word=niht                          
correct=I-EntityPER guess=O        word=nôt                           
correct=I-EntityPER guess=O        word=prîs                          
correct=I-EntityPER guess=O        word=prîs                          
correct=I-EntityPER guess=O        word=pîn                           
correct=I-EntityPER guess=O        word=recken                        
correct=I-EntityPER guess=O        word=redespaeher                   
correct=I-EntityPER guess=O        word=reine                         
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritter                        
correct=I-EntityPER guess=O        word=ritterschaft                  
correct=I-EntityPER guess=O        word=ritterschaft                  
correct=I-EntityPER guess=O        word=rittr                         
correct=I-EntityPER guess=O        word=roy                           
correct=I-EntityPER guess=O        word=roy                           
correct=I-EntityPER guess=O        word=rîch                          
correct=I-EntityPER guess=O        word=rîch                          
correct=I-EntityPER guess=O        word=rîche                         
correct=I-EntityPER guess=O        word=rîche                         
correct=I-EntityPER guess=O        word=rîche                         
correct=I-EntityPER guess=O        word=rîche                         
correct=I-EntityPER guess=O        word=rîter                         
correct=I-EntityPER guess=O        word=rîterlîchen                   
correct=I-EntityPER guess=O        word=rîterschaft                   
correct=I-EntityPER guess=O        word=rôt                           
correct=I-EntityPER guess=O        word=rôt                           
correct=I-EntityPER guess=O        word=rôt                           
correct=I-EntityPER guess=O        word=rôten                         
correct=I-EntityPER guess=O        word=sach                          
correct=I-EntityPER guess=O        word=sagte                         
correct=I-EntityPER guess=O        word=sarjant                       
correct=I-EntityPER guess=O        word=sarjant                       
correct=I-EntityPER guess=O        word=saz                           
correct=I-EntityPER guess=O        word=schar                         
correct=I-EntityPER guess=O        word=schar                         
correct=I-EntityPER guess=O        word=scheneschlant                 
correct=I-EntityPER guess=O        word=scheneschlant                 
correct=I-EntityPER guess=O        word=scheneschlant                 
correct=I-EntityPER guess=O        word=scheneschlant                 
correct=I-EntityPER guess=O        word=scheneschlant                 
correct=I-EntityPER guess=O        word=scheneschlant                 
correct=I-EntityPER guess=O        word=scheneschlant                 
correct=I-EntityPER guess=O        word=scheneschlant                 
correct=I-EntityPER guess=O        word=scheneschlant                 
correct=I-EntityPER guess=O        word=schepfaer                     
correct=I-EntityPER guess=O        word=schiet                        
correct=I-EntityPER guess=O        word=schildes                      
correct=I-EntityPER guess=O        word=schilt                        
correct=I-EntityPER guess=O        word=schoensten                    
correct=I-EntityPER guess=O        word=schoensten                    
correct=I-EntityPER guess=O        word=schoy                         
correct=I-EntityPER guess=O        word=schoye                        
correct=I-EntityPER guess=O        word=schoyen                       
correct=I-EntityPER guess=O        word=schrîber                      
correct=I-EntityPER guess=O        word=sehse                         
correct=I-EntityPER guess=O        word=selben                        
correct=I-EntityPER guess=O        word=selben                        
correct=I-EntityPER guess=O        word=si                            
correct=I-EntityPER guess=O        word=sigehafte                     
correct=I-EntityPER guess=O        word=sinne                         
correct=I-EntityPER guess=O        word=sluoc                         
correct=I-EntityPER guess=O        word=smide                         
correct=I-EntityPER guess=O        word=snel                          
correct=I-EntityPER guess=O        word=snelle                        
correct=I-EntityPER guess=O        word=solde                         
correct=I-EntityPER guess=O        word=soldier                       
correct=I-EntityPER guess=O        word=soldier                       
correct=I-EntityPER guess=O        word=starken                       
correct=I-EntityPER guess=O        word=starker                       
correct=I-EntityPER guess=O        word=stolz                         
correct=I-EntityPER guess=O        word=stolze                        
correct=I-EntityPER guess=O        word=striten                       
correct=I-EntityPER guess=O        word=strîtes                       
correct=I-EntityPER guess=O        word=sun                           
correct=I-EntityPER guess=O        word=sun                           
correct=I-EntityPER guess=O        word=sun                           
correct=I-EntityPER guess=O        word=sunder                        
correct=I-EntityPER guess=O        word=suochaer                      
correct=I-EntityPER guess=O        word=suochaeren                    
correct=I-EntityPER guess=O        word=suon                          
correct=I-EntityPER guess=O        word=suon                          
correct=I-EntityPER guess=O        word=suon                          
correct=I-EntityPER guess=O        word=swaere                        
correct=I-EntityPER guess=O        word=sweher                        
correct=I-EntityPER guess=O        word=swester                       
correct=I-EntityPER guess=O        word=sâhen                         
correct=I-EntityPER guess=O        word=sîhten                        
correct=I-EntityPER guess=O        word=sîn                           
correct=I-EntityPER guess=O        word=sîn                           
correct=I-EntityPER guess=O        word=sîn                           
correct=I-EntityPER guess=O        word=sîn                           
correct=I-EntityPER guess=O        word=sîn                           
correct=I-EntityPER guess=O        word=sînen                         
correct=I-EntityPER guess=O        word=sînen                         
correct=I-EntityPER guess=O        word=sînen                         
correct=I-EntityPER guess=O        word=süeze                         
correct=I-EntityPER guess=O        word=süezer                        
correct=I-EntityPER guess=O        word=tavelrunder                   
correct=I-EntityPER guess=O        word=tavelrunder                   
correct=I-EntityPER guess=O        word=teil                          
correct=I-EntityPER guess=O        word=teil                          
correct=I-EntityPER guess=O        word=tete                          
correct=I-EntityPER guess=O        word=tjost                         
correct=I-EntityPER guess=O        word=tohter                        
correct=I-EntityPER guess=O        word=triwe                         
correct=I-EntityPER guess=O        word=triwenlôsen                   
correct=I-EntityPER guess=O        word=truoc                         
correct=I-EntityPER guess=O        word=truoc                         
correct=I-EntityPER guess=O        word=truogen                       
correct=I-EntityPER guess=O        word=trôst                         
correct=I-EntityPER guess=O        word=trûrec                        
correct=I-EntityPER guess=O        word=trûregen                      
correct=I-EntityPER guess=O        word=trûregen                      
correct=I-EntityPER guess=O        word=trûrgen                       
correct=I-EntityPER guess=O        word=trûric                        
correct=I-EntityPER guess=O        word=tweheln                       
correct=I-EntityPER guess=O        word=tôt                           
correct=I-EntityPER guess=O        word=tôt                           
correct=I-EntityPER guess=O        word=tôten                         
correct=I-EntityPER guess=O        word=tôten                         
correct=I-EntityPER guess=O        word=und                           
correct=I-EntityPER guess=O        word=und                           
correct=I-EntityPER guess=O        word=und                           
correct=I-EntityPER guess=O        word=und                           
correct=I-EntityPER guess=O        word=und                           
correct=I-EntityPER guess=O        word=und                           
correct=I-EntityPER guess=O        word=und                           
correct=I-EntityPER guess=O        word=und                           
correct=I-EntityPER guess=O        word=unde                          
correct=I-EntityPER guess=O        word=unde                          
correct=I-EntityPER guess=O        word=unervort                      
correct=I-EntityPER guess=O        word=ungenande                     
correct=I-EntityPER guess=O        word=unsaelic                      
correct=I-EntityPER guess=O        word=unsaelige                     
correct=I-EntityPER guess=O        word=unverzagt                     
correct=I-EntityPER guess=O        word=unverzagt                     
correct=I-EntityPER guess=O        word=valscheite                    
correct=I-EntityPER guess=O        word=valsches                      
correct=I-EntityPER guess=O        word=valsches                      
correct=I-EntityPER guess=O        word=vant                          
correct=I-EntityPER guess=O        word=vart                          
correct=I-EntityPER guess=O        word=vater                         
correct=I-EntityPER guess=O        word=vater                         
correct=I-EntityPER guess=O        word=verbirt                       
correct=I-EntityPER guess=O        word=verborgen                     
correct=I-EntityPER guess=O        word=verfluochet                   
correct=I-EntityPER guess=O        word=verrâten                      
correct=I-EntityPER guess=O        word=veter                         
correct=I-EntityPER guess=O        word=vetern                        
correct=I-EntityPER guess=O        word=vier                          
correct=I-EntityPER guess=O        word=vier                          
correct=I-EntityPER guess=O        word=vier                          
correct=I-EntityPER guess=O        word=vierde                        
correct=I-EntityPER guess=O        word=viere                         
correct=I-EntityPER guess=O        word=vieren                        
correct=I-EntityPER guess=O        word=viern                         
correct=I-EntityPER guess=O        word=vierstunt                     
correct=I-EntityPER guess=O        word=vil                           
correct=I-EntityPER guess=O        word=vil                           
correct=I-EntityPER guess=O        word=vischaer                      
correct=I-EntityPER guess=O        word=vischaere                     
correct=I-EntityPER guess=O        word=vischaere                     
correct=I-EntityPER guess=O        word=vischaere                     
correct=I-EntityPER guess=O        word=vischer                       
correct=I-EntityPER guess=O        word=vleische                      
correct=I-EntityPER guess=O        word=volc                          
correct=I-EntityPER guess=O        word=volkes                        
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=von                           
correct=I-EntityPER guess=O        word=vor                           
correct=I-EntityPER guess=O        word=vriwent                       
correct=I-EntityPER guess=O        word=vrouwe                        
correct=I-EntityPER guess=O        word=vrouwe                        
correct=I-EntityPER guess=O        word=vrouwe                        
correct=I-EntityPER guess=O        word=vrouwe                        
correct=I-EntityPER guess=O        word=vrouwe                        
correct=I-EntityPER guess=O        word=vrouwe                        
correct=I-EntityPER guess=O        word=vrouwe                        
correct=I-EntityPER guess=O        word=vrouwe                        
correct=I-EntityPER guess=O        word=vrouwe                        
correct=I-EntityPER guess=O        word=vrouwe                        
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrouwen                       
correct=I-EntityPER guess=O        word=vrî                           
correct=I-EntityPER guess=O        word=vrî                           
correct=I-EntityPER guess=O        word=vrîe                          
correct=I-EntityPER guess=O        word=vröuden                       
correct=I-EntityPER guess=O        word=vröuden                       
correct=I-EntityPER guess=O        word=vröuden                       
correct=I-EntityPER guess=O        word=vuogte                        
correct=I-EntityPER guess=O        word=vâr                           
